record_key,escalation,reason,decision_needed,title,record_url
doi:10.3390/ani15223272,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Physiological Responses to Thermal Stress in the Liver of Gymnocypris eckloni Revealed by Multi-Omics,https://europepmc.org/article/MED/41301980
doi:10.3390/antiox13111377,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Cecal Microbial Diversity and Metabolome Reveal a Reduction in Growth Due to Oxidative Stress Caused by a Low-Energy Diet in Donkeys,https://europepmc.org/article/MED/39594519
doi:10.3390/biom13081170,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Physical Exercise and Appetite Regulation: New Insights,https://europepmc.org/article/MED/37627235
doi:10.3390/foods14020193,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Studies on Quality Deterioration and Metabolomic Changes in Oysters Induced by Spoilage Bacteria During Chilled Storage,https://europepmc.org/article/MED/39856860
doi:10.3390/foods14213803,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lactiplantibacillus plantarum Z45 from Sour Soup Improves Flavor and Safety of Fermented Corn: Insights from Genomic and Metabolomic Approaches,https://europepmc.org/article/MED/41227772
doi:10.3390/ijms23063193,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Investigating the Short Peptidome Profile of Italian Dry-Cured Ham at Different Processing Times by High-Resolution Mass Spectrometry and Chemometrics,https://europepmc.org/article/MED/35328611
doi:10.3390/ijms24021168,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,UPLC-Q-TOF/MS-Based Metabolomics Approach Reveals Osthole Intervention in Breast Cancer 4T1 Cells,https://europepmc.org/article/MED/36674685
doi:10.3390/ijms27031470,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Combined Transcriptomic and Metabolomic Analyses of Low-Temperature Adaptation in Bursaphelenchus xylophilus ,https://europepmc.org/article/MED/41683894
doi:10.3390/metabo12090804,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metabolite Changes in Orange Dead Leaf Butterfly Kallima inachus during Ontogeny and Diapause,https://europepmc.org/article/MED/36144209
doi:10.3390/metabo14080433,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Deciphering Blood Flow Restriction Training to Aid Lipid Lowering in Obese College Students through Untargeted Metabolomics,https://europepmc.org/article/MED/39195529
doi:10.3390/metabo15060349,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,An Integrated Analysis of Transcriptomic and Metabolomic Effects Reveals Insights into Stress Responses in Largemouth Bass ( Micropterus salmoides ) Under MS-222 (Tricaine Methanesulfonate) Exposure,https://europepmc.org/article/MED/40559373
doi:10.4103/agingadv.agingadv-d-24-00011,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,N-lactoyl phenylalanine suppresses appetite and obesity with important implications for aging and age-related diseases,https://doi.org/10.4103/agingadv.agingadv-d-24-00011
doi:10.4172/2169-0138.1000106,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Conformational Search on the Tripeptides Structure by Molecular Dynamics: Study of L,L-Gly-Phe-Phe, L,L-Phe-Gly-Phe, and L,L-Phe-Phe-Gly",https://doi.org/10.4172/2169-0138.1000106
doi:10.47684/jcd.2026.02.28.2.87,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,N-lactoyl-phenylalanine (Lac-Phe): Biosynthetic Mechanisms and Exercise Responses—Implications for Anti-Obesity Effects and Exercise-Based Weight Management Interventions,https://doi.org/10.47684/jcd.2026.02.28.2.87
doi:10.53354/acs.cat-26-1609203-01-cat-w25.pc.gr.246534,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,,https://doi.org/10.53354/acs.cat-26-1609203-01-cat-w25.pc.gr.246534
doi:10.58275/aha.26post1558814.pc.gr.240430,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,,https://doi.org/10.58275/aha.26post1558814.pc.gr.240430
doi:10.58275/aha.26post1562706.pc.gr.240401,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,,https://doi.org/10.58275/aha.26post1562706.pc.gr.240401
doi:10.7754/clin.lab.2024.241016,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,The Exercise-Induced Appetite Suppressor N-Lactoyl-Phenylalanine is Linked with Glucose Metabolism,https://doi.org/10.7754/clin.lab.2024.241016
pmcid:PMC10910816,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Advances in secondary prevention mechanisms of macrovascular complications in type 2 diabetes mellitus patients: a comprehensive review,https://europepmc.org/article/PMC/PMC10910816
pmcid:PMC12545697,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,SUN-684 Anti-Obesity Effects of HSYA through Inducing Lac-Phe and Inhibiting GIP,https://europepmc.org/article/PMC/PMC12545697
pmcid:PMC13297830,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metabolic and Flavor Dynamic Changes in Aronia melanocarpa Juice During Fermentation and 90-Day Storage,https://europepmc.org/article/PMC/PMC13297830
pmcid:PMC13299722,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metabolic Reprogramming-Driven Cardiovascular Immune Damage: From Glyco-Lipotoxicity and Epigenetic Memory to Multidimensional Cross-Organ Communication Networks,https://europepmc.org/article/PMC/PMC13299722
pmid:1108604,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Changes in the biochemical properties of Shigella flexneri la as a result of recombination with Escherichia coli K12,https://europepmc.org/article/MED/1108604
title:two lactic acid bacteria strains isolated from naturally fermented foods improves physicochemical quality antioxidant capacity shelf life stability and metabolic profiles of dangshan pear pyrus spp juice|2025,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Two lactic acid bacteria strains isolated from naturally fermented foods improves physicochemical quality, antioxidant capacity, shelf life stability and metabolic profiles of Dangshan pear (Pyrus spp.) juice",https://europepmc.org/article/AGR/IND609229685
